question_id,question,correct_option,predicted_answer,is_correct,response
4798d605-979f-48e0-82ee-fea88cb40907,Korffs fibres are seen in:,A,A,True,A
38ced20b-e4ee-4ea8-ae1a-c311cb177f24,At what age root resorption start,A,C,False,C
ee350111-02ad-4142-8dc2-0be524836a16,Function of WHO collaborating centers:,A,A,True,A
edd5dd5b-34dc-4c3c-9c68-75812480d96c,"According to RAMJFORD, occlusal interferences with nervous tension triggers which of the following habit:",A,A,True,A
e71cfa3d-6587-429f-8fa8-24cdd6e686d1,"While performing biomechanical preparation, apical constriction is enlarged to 50 sized  instrument. What would be the next step?",B,B,True,B
6268aaa4-a6b7-4879-b15a-3861afd83e45,Most commonly missing tooth is,B,B,True,B
2f009ec1-ddb0-4dc5-a0e1-b46ab022a5fa,Chewing stroke starts from?,D,C,False,C
025ee5f8-15fa-4b65-9e0a-755ae8e2d304,Molecule with permanent dipole,D,D,True,D
936ed4f5-e283-4e25-97a3-a696b0539389,Which muscle is responsible for translation of condyle?,D,D,True,D
57f4102b-4c7f-41b0-8ee5-a221747da8ab,"It is likely that cell mediated immune reactions (delayed
hypersensitivity) occur in periodontitis because subjects with periodontitis have",C,C,True,C
0d73cb93-a494-457a-ae8c-274d92d0947f,"According to 2011 census, life expectancy at birth for male and female is",A,A,True,A
e742171b-eafc-4b8c-95e0-024b36b166b4,According to wein if there is bone resorption but no tooth resorption then substract ……..from the radiographic length,B,B,True,B
a5a27cc1-caa6-4a00-b359-d8f37e0181b3,A mucostatic impression for a prosthesis is taken for which of the following cases,C,C,True,C
e7b48941-5b2f-44c8-b52d-174c1ef47eec,Non- working contact is needed in all except:,A,A,True,A
3093a760-fb59-4adb-acf4-736f5aed7e02,Fibroblasts in cell-rich zone primarily secretes:,A,A,True,A
1cd8474b-6560-484d-b733-9ba499981029,Which is not present in porcelain:,D,C,False,C
2dead4a7-7dc8-4527-9779-170a5174143e,"For data of ""GLOBOCAN 2012"" screening examination for carcinoma of lip incidence was measured. Which of the following is measured for data collection worldwide:",C,C,True,C
68dbef49-f5dd-4ac7-9e00-4afd8d357f70,A measure of location which divides the distribution the ratio of 3:1 is:,C,C,True,C
a8ac17a8-7d55-4708-a9d9-fb7b1c05fe1f,Specific plaque hypothesis state that,D,B,False,B
2556604f-14dc-456a-aafb-41416638fd16,Which of the following alloys has the highest surface roughness?,C,D,False,D
f9bbeea9-85b5-48b9-ad6b-ed9466581c8a,Which of the following statement is true as far as spring back bending of super-elastic NiTi and non-super elastic NiTI wires is concern?,A,A,True,A
775d389d-8a07-4e40-bfd4-3e49674ee0e7,Difference between the size of the cranium and the cephalogram is:,C,C,True,C
68959730-36e4-462f-9827-92a56492b645,Bacteria are populated most commonly on,C,C,True,C
b7507844-7679-49f9-a915-6a242af404d9,Sending the parents outside the operatory and threatening the child that they won't be back until he stops crying-is an example of which of the following behavior management techniques:,A,B,False,B
2b368176-2ef0-4871-8ae4-b1daae990f34,"Accessory canals are most numerous in apical third, which one is 2nd numerous in this regard",B,A,False,A
9f8d3d01-cb19-46e5-83d8-e8d33ae57020,A 65 year old edentulous patient is treated for squamous cell carcinoma involving 2/3rd of tongue with 50 Gy radiation dose. Which of the following material is best for making impression in this patie...,A,D,False,D
a1e41d9c-2e03-4195-a5c9-73ee0ac1b8d1,"Tooth develops from: (Or) Calcified structures of
oral cavity develops from",A,A,True,A
72be89e3-7ff0-486a-869f-30c9152486ed,"In root fracture of the apical one-thrid of permanent
anterior teeth, the teeth usually",B,B,True,B
9948bff9-4412-403e-a7b4-bf3af5229ed8,Mode is,A,A,True,A
f61e8ed7-4156-466d-a4eb-57ae2dedb0c8,Location of MB2 in maxillary first molar,D,D,True,D
c2370f77-cd2c-48e3-8b16-d0afe08d1a05,The inter-arch distance measured when the occlusal rims are in uniform contact is:,B,B,True,B
d061fd99-52bd-470b-a2c6-09b66b66cc8b,"A condition where there is loss of interdental bone on facial and lingual plate, without involvement of radicular bone is:",D,B,False,B
d671e7e4-0614-4b11-8be3-2f453b05e38f,Till what age tetracycline should not be given to prevent discoloration,B,B,True,B
44796bcd-ae11-44de-94da-6bcb502fcad6,"For an unbounded amalgam restoration, what should be done before copal varnish is applied ?",A,D,False,D
b807b86e-b050-49cb-9d49-a57279ab77b2,In CPITN index zero score means:,C,C,True,C
e01541a1-1639-433f-ad63-51cd9ac6dee9,Working side contact means:,A,A,True,A
cf442471-776c-434b-8186-a07315839c06,What percentage of accessory canals found in apical third of the root,A,C,False,C
a906cd05-9528-42a0-9c91-235eab046938,Which type of trauma is associated with destruction of protective layer?,A,C,False,C
954a6f85-767c-4b3a-b422-c5986e63f77b,"Excessive occlusal forces can be superimposed in all cases, except",D,A,False,A
61461258-c43a-48bf-9ecb-3c6450e12912,The reverse bevel incision is made to,B,D,False,D
5e0d7e21-6ecc-4145-9d27-1d7792ff0b6e,Partial veneer crown is contraindicated in,B,B,True,B
bc74b992-2aef-440e-81a2-17958caecbee,Mantle dentin is a layer next to:,A,D,False,D
d31db168-d292-495b-a874-4ea4e0adb69d,Lower 2nd molar has,A,C,False,C
d04b4139-513d-4b58-a73a-972e4f8d8031,Failure of partial dentures due to poor clasp design can best be avoided by:,C,D,False,D
15b58a11-7341-4318-bf98-b29c4e4ba7c0,Hapten is?,A,C,False,C
6d9828ad-86fa-45fa-b669-4c22f06dd9b0,The lingual extension of a Lower denture is Limited by all of the following (except),A,A,True,A
9251f6b9-8124-4f34-8936-c66761486357,"Following intracoronal bleaching immediate composite restoration required, what has to be done:",A,A,True,A
458b49a6-3d4e-445c-9542-51e2c9b466bd,All of the following reflex appear at birth except:,A,A,True,A
2d635300-8808-4fb1-867f-cb4876001cbd,Which characteristic of orthodontic wire describe energy storage capacity?,B,B,True,B
88082d18-5e7b-4c2a-81fa-b91139c7276d,Thickness of luting cement is:,A,A,True,A
bfe1f29e-4880-4b0b-bc9e-c9b96f580f47,Buccal coil spring used to regain space between 1st premolar and 1st molar causes following common post treatment complication:,C,C,True,C
39857f0f-9c6a-49b4-bb0c-9306c46a4c96,Which of the following feature is not seen in tongue thrusting?,B,B,True,B
3b1d8bb2-5d19-4dc0-89b4-a8f94ac0e282,Which of the following structures is not of ectodermal origin:,B,B,True,B
7652722e-593d-470a-b2d5-30a15e4bae48,"In a free gingival graft, what happens to epithelium of the graft? It:",C,C,True,C
7dcb4cdd-3d71-4741-9893-db67879699f1,Setting expansion of grey MTA when mixed with water is?,C,B,False,B
04c8a800-af32-40fb-b60e-45d64d189679,Placement of graft will be failure in which class of recession,D,D,True,D
dc531f41-5306-431e-b925-b56c77261c5b,The vascular supply of the periodontal ligament is:,D,D,True,D
d2b006ba-21fa-4ec8-bcda-760d55e8b326,To prevent sensitivity caused by acid etching and to protect pulp in deep cavities which of the following should be used.,A,A,True,A
eda38a61-8191-470a-a712-84502a7ef918,Bonding agents have hydrophilic and hydrophobic groups. The hydrophobic group binds which structure?,C,C,True,C
2c98bee7-541d-4bef-a8f8-49ffdb6e2213,Normal WBC count,A,A,True,A
4cd85450-80cb-48af-b4d0-30c2d42495f9,"Name the curve which passes through the cusps of all the posteriors, reaches to condyle:",D,D,True,D
0943ce96-d94b-4a3b-8db8-a93ad80ce094,4 yr old child has 0.2 ppm fluoride in drinking water. The child can be administered:,A,D,False,D
90f34466-4378-4d47-bf88-b930ace9b95d,Most commonly used technique for determination of working length of a 8 year old  child patient of teeth maxillary central incisor:,B,C,False,C
7dbd5a5b-1731-4cbd-a3e1-f50c0db1e695,The most common curvature of the palatal root of maxillary first molar is:,A,C,False,C
7cea5a22-d408-4fce-b026-381149dfd0b3,Centre of rotation during intrusion is at:,D,B,False,B
49590250-c847-4276-9d56-c4b6a8cca048,Most abundant cells in Cell rich zone,A,D,False,D
817f4af3-ff25-4483-9498-58543bff63cf,Kroll designed,A,A,True,A
a2c69e1b-2b47-4fdb-9eca-12d2338f7d8f,Which of the following is most stable restoration for a G.V. Black class V unstable erosive lesion?,C,C,True,C
23b88f5e-b7e3-45c0-9728-787444075c25,The stiffness of the bristles of a nylon toothbrush is dependent on the:,A,A,True,A
f810f86c-2c67-44e8-b0df-0aafe73fa989,Free gingival groove represents,A,D,False,D
3c51b6f8-0c1e-4f6f-9f2b-9b2463364ff2,CEREC AC which is true,C,C,True,C
9c46b53f-f0bc-4e3b-9b2e-9e9595bc38c8,Ratio of polymer to monomer in cold cure resin,A,A,True,A
0984768a-39e6-4291-bc0d-fd61da9d2829,"According to WHO classification of periapical pathology, 4.81 means:",C,A,False,A
bb58a829-673d-42e3-bd68-b4b9c0a56b80,Termination of diseases by extermination of micro organisms is?,A,A,True,A
1bf946f2-32f3-4345-aeae-7a58a68a6f1d,Cross sectional from and dimension of lingual bar major connector is:,B,B,True,B
874d4aa8-bd34-404b-82a4-acc9bd5a62a9,Which of the following is advantage of sub-marginal flop?,A,A,True,A
127f11db-dde3-4ebf-9748-9c2e56708e84,Glossy smooth margins of a casting are due to:,C,C,True,C
3569a377-99ad-4363-bb2c-ad95cb9f3a03,What is the working time of zinc polycarboxylate cement?,C,C,True,C
9a664b49-9962-466f-a160-3ae2036dd720,Remodelling theory of craniofacial growth was given by,A,D,False,D
17cb7e3f-0ca7-4937-a407-76bf9f401143,"10-year-old boy visits dentist with complicated crown fracture with abscess formation in 12. X-ray reveals radiolucency in relation to 11, 12. 12 is having immature  blunderbuss canal while 11 has com...",B,B,True,B
56f96be4-b9c5-4ddf-bb48-1f01e541184f,Lymphocytes found in the pulp proper are:,A,C,False,C
91b1635b-021f-4945-bb1d-5bdeed6389f4,"In a left skewed curve, true statement is:",B,B,True,B
6f4298ba-7916-4f1d-bd69-bd85a464d629,"According to Vertucci’s classification of root canal, the fig shows:",C,C,True,C
4a6df62e-15c7-471f-8dc7-d13ff49f0502,Pulpal medication and thermal protection is given by,C,C,True,C
d5b9b2b3-09f3-41b8-89a1-232e7c61b806,"White flecks yellow or brown spots on surface of teeth covering, giving papery white appearance",A,A,True,A
4abe89b3-2fab-4615-8ba3-be109a8927fb,"Tooth in the mandibular arch which is most likely to be
displaced due to arch size discrepancy is",D,D,True,D
aa635b02-d0c0-4006-a489-112ad9829e4d,Secondary flare provides a marginal metal of:,B,A,False,A
ecc4eaa4-4fcd-4c62-9c73-2a047b98cdc5,A patient comes to a dentist with decayed mandibular 1st molar which involves the mesiobuccal and distobuccal cusp. The restoration of choice is:,C,C,True,C
fe1e99cd-7e44-4118-b421-5944a39e5ae5,"The green stains frequently seen on children's teeth are
caused by",D,D,True,D
aec7983a-c204-4413-a238-5363abd77faa,Posselt's diagram indicates?,A,A,True,A
01568e8b-f7f3-45bf-b1e0-3927e972d06c,While taking final impression tray should be seated first:,A,B,False,B
f282ac31-8ff6-4a2b-b1d3-f2ce16552888,To regain arch length in anterior segment by moving incisors labially,A,C,False,C
3ff2f4ae-4e85-475c-9456-223c81930e98,"According to scientists, recent studies says about the pattern of enamel prism demineralization, true is:",D,C,False,C
73b84afd-bfc4-4fcb-aa45-345d1ef61dfc,"In order to reduce non-working side interference, reduce",D,D,True,D
f9c97abd-33dd-4262-b287-42f7bd033097,ADA sp. Number fir dental excavating burs:,D,C,False,C
fd188bc0-c100-44ae-bd1e-ef51e94e6425,False about enamel rods is,C,B,False,B
08650ad1-3a19-41f4-a1d6-8e44e6413aca,The use of stress breaker in modern dentistry is avoided because,B,A,False,A
2fd85795-3aca-4bd2-b367-256d33655e91,Leeway space is due to ?,A,A,True,A
5c1480fc-941a-40a6-895b-537be91bcadb,"In a functional implant, bone loss seen annually after 1 year is:",B,B,True,B
fedcc613-e577-40ff-a801-5d57fba1548e,Which of the following vaccine is not included in EPI schedule,B,B,True,B
8abb6456-0bb3-4f01-83e4-138e341b3cd1,Rake angle for tungsten carbide burs:,D,C,False,C
01024fa5-94ba-4fa4-b322-6e9733f3553f,Dr Bernhard Giesenhagen gave which of the following,A,A,True,A
99d8d535-2f50-4aeb-8e2e-f798f1aca579,Modification spaces are:,A,D,False,D
e8e4c8af-c2cb-4b44-8865-ff068bdbd6b5,Spiral angle can be defined as:,A,B,False,B
39dea240-7448-438e-a215-545b98c8ef65,Vestibuloplasty all are true except:,B,B,True,B
f51955a7-38a2-41d5-8124-a372b3d2c787,Following metal alloy held in reducing hardness of orthodontic wires?,B,C,False,C
09fb16da-a86a-48f7-8e1b-c1b81a6c358d,Fixation period of intrusive luxation injury is?,B,D,False,D
120b8b88-ef18-4c63-a24e-370065a02f25,EDTA does not cause which of the following action,D,D,True,D
8ae6489e-0c86-48c8-92cf-3819348fc472,Premaxilla is derived from,C,D,False,D
22c33272-9d2f-4f91-9999-74e84b057914,If periodontal surgery is necessary in case of horizontal bone toss in upper anterior region. Which of the following procedure is the most appropriate?,A,A,True,A
5010a343-a5a4-420b-956f-38a811821ad4,Which of the following condition must be met for a valid student-t test between means of two groups:,D,B,False,B
22384629-7dc2-4890-a69e-42dc71fbccfe,What type of fibers are principal fibers of the PDL?,C,C,True,C
2e7a8a2b-fa7c-4e90-a4fc-f9eb44674379,Injecting dye for diagnosis of salivary gland,B,B,True,B
a4d559cf-a0bb-4eab-9cd6-023fceb916ad,Which growth factor Is not present in PRP?,C,D,False,D
d4f6fc8c-f415-4619-9831-8da71140bbac,Zones of periapical pathology were described by:,B,B,True,B
c43e91d9-b41d-480c-a1f2-2fe9eee2bcab,Cholesterol crystals in apical periodontitis lesions are believed to be formed from cholesterol released by:,D,B,False,B
c0b79a36-0b9f-4aa3-b3ac-4435c4a92fe3,The analytical study where population is the unit of study is,B,B,True,B
9cda8aff-7c42-4c13-af2f-48282d65dbae,What % is the incidence of vertucci type 8,A,C,False,C
79f62df5-e7d6-4526-9866-59ba4c498cfc,In Mandibular 1st molar smallest cusp is,B,B,True,B
0bfdb9f1-4000-4e4f-bab7-6858195faf99,"In a village, despite of health education for oral cancer, people don't follow instructions even after referral with persuasive reminders, people are still reluctant. It best fits under which model:",A,B,False,B
1d4c9da4-408d-482a-8b33-ca36b97b0bf5,Dimensional stability of elastomeric impression material can be given in descending order as :,C,C,True,C
cb67fe1b-fdf5-4478-b16b-7c0fdf4be59b,Indirect retainers are situated:,A,A,True,A
778778c6-fec1-4d24-a0f2-31d7ac7ee4c8,Which of the following is a 3-D curve:,C,D,False,D
3c4ad2aa-1bff-4d56-9cea-358bfcf0eec7,Amalgam restorations give the best clinical service when the residual mercury content is:,B,C,False,C
cf9b1f6c-4594-4cc8-94bb-3b1c10be80f9,The anteroposterior curve is,A,A,True,A
3ef21987-3285-429c-a8be-5f67efefaaf8,Which periodontal fibres are consistent and are reconstructed even after the destruction of the alveolar bone?,D,C,False,C
98035f50-53b3-47c8-b340-392237162fb2,Condensation reaction occurs in,C,D,False,D
bb61654e-f671-4125-bad2-3f2dc2eec24b,The function of 2% potassium sulphate in a gypsum product is:,B,B,True,B
e6972a14-563b-47df-b6f4-ceb004b37b95,All of the following are true for ZOE based sealer except?,A,A,True,A
5951aa74-d30c-4c33-b1e6-dd5e5d103ca0,Maximum amount of phosphate is seen in,B,B,True,B
32a5b512-866e-4bd6-b9b5-9c26c7625705,"The effectiveness of condensing porcelain powder to
reduce shrinkage is determined by",A,A,True,A
9a29cd2c-e0d3-4d1e-82a7-32af10b47c9b,Highest concentration of desmosomes are seen in which location?,B,B,True,B
47efd329-c1b4-49eb-8318-1cf2174b9ad9,Water content in enamel by volume,B,A,False,A
b0b54bca-bd14-47e5-ac75-b6fa6469ff65,The community periodontal index of treatment needs is recorded for:,B,B,True,B
42a4b6d8-f4d9-4613-a31e-1a7dff4a3bab,According to psychosexual theory development of personality and skills occurs:,C,C,True,C
5cfbf418-71b5-46c6-bc7a-d15cfee99283,Which of the local anesthetic agent can be given in liver failure cases?,D,A,False,A
eab9d801-7f73-4ea9-92e9-2c7077db5e14,Which of the following clasp is preferable on a partially erupted tooth for adequate retention of removable orthodontic appliance?,B,D,False,D
9ca1d8a1-131f-4ed9-9ba6-e2fd8ed9e09d,"For posterior abutment with acceptable crown root ratios, average crown length, normal esthetic requirement, retainer of choice is:",B,A,False,A
e85a3e86-3c85-4691-ba5e-81189bae3d3d,"A patient is involved in chronic mouth breathing, the clinical examination of the patient reveals",A,A,True,A
fdcb0022-449b-48e5-93b5-d9cd1813ed7b,Majority of oral microorganisms are:,D,D,True,D
61e943fb-b106-4e28-9639-4d6a46cd53ee,Insufficient closure of the flasks during packing of denture base resin can result in:,C,D,False,D
109040fb-d75a-40a0-a2de-e77b0e7a64fe,Which is a true association:,C,C,True,C
2dd66c3e-9b8c-421e-818b-5770ed270bfe,Dental plaque adheres to the tooth because:,B,B,True,B
3cf954d4-ea8b-4c75-b70d-2e86af595b9c,Arestin is:,A,B,False,B
c54d9bde-0f32-4f38-a236-875013438ba9,Increased VDO results in,D,D,True,D
026d473e-9f24-45f9-8a98-43045be5c30e,Average Diameter of Apical foramen in an 18-25 years old adult is,B,A,False,A
c16a9d6e-5e30-4209-94b1-1f9e8444c9c9,Bakers anchorage is a type of:,B,A,False,A
0d75a2e6-67c5-46d4-a888-3912e99ee80f,"In 1921, school dental nurse was started in",B,B,True,B
239b31b9-74b7-49f5-b753-693ebb451e33,The proximal walls of a class II cavity on a deciduous molar:,B,B,True,B
cda050a3-e395-412f-8291-6159a9b67cb4,Single central pit is formed on the occlusal surface of,C,C,True,C
46b0b982-5809-4e21-a3d7-9f7872fdd13b,Lateral shift (Bennett's movement) influences:,A,A,True,A
6b388442-3d94-4203-903b-a1f4e1e0be7e,For a loose complete denture relining and rebasing can be done in which of the following condition,C,D,False,D
a98a35a9-a1c5-4d03-9049-96a1b8f60789,Odontoblastic layer’s cell size:,D,D,True,D
1e6d84fb-a062-4394-803a-d7466fc8cd83,"Percentage of Phosphoric acid where Dicalcium phosphate
monohydrate is formed that cannot be rinsed off.",A,B,False,B
89dc8003-fb16-432a-9da3-4d8464ca9ab8,Preferred haemostatic agents for perforation repair include all except?,C,B,False,B
76eb0208-23fa-422d-aa0b-c4d5ec0fc3b5,"In the intercuspal position, the lingual cusp of
maxillary 2nd premolar contacts the:",A,B,False,B
bf221348-de3d-4d97-ad8e-eb42f7361518,"When it is made up of same steel, size 55, which will be more prone to fracture:",D,A,False,A
1abe8eca-d5a3-4e0a-841c-3dc4de337ca1,Which of the following is true about master apical file?,A,A,True,A
a4b5e737-c930-4108-ab83-ea8881ab12ee,Figure depicts:,B,A,False,A
47f3d905-57f2-47d1-b710-b40e20b635a2,"In sleep apnea syndrome, AHI Index for mild sleep apnea is",A,A,True,A
0c21fc49-e165-4117-a139-d87a85f435f9,Which of the following is non parametric test,C,C,True,C
4facde08-e9dc-4bb1-b89b-74f09e84be19,Marginal bone loss around mandibular implant depends on all except,B,B,True,B
515aa26e-2c4f-41f8-9039-cc2f96a04eaa,Size of apical foramen,B,C,False,C
702667ab-e933-48db-91f6-f8c8a663a266,In order to have balance in hand instrument:,A,B,False,B
9cb14715-ed8b-45e0-b388-1f03f960f83c,In facial porcelain inlay what should be kept in mind?,A,B,False,B
be69c330-1008-4f75-bca3-3e1658c02f39,Rapid tooth separation works on following principle:,C,A,False,A
f40f1f7b-aa8c-48f9-9113-bee957ad2af7,Method of increasing attached gingiva,A,A,True,A
bfd5b74e-0d0c-4c69-9a3c-b700bd269d40,Which of the following Universal pro-taper re-treatment file has end cutting tip?,A,A,True,A
e9474805-33d3-4db9-a0dd-a7171bd262a6,"Type of cry, which is not a cry at all, there are no tears, no sobs, just a constant whining noise:",D,D,True,D
1249ef54-9d9b-42ee-a5c6-839ef6597dd9,CHX mouthwash daily use till 2 week for streptococcus mutanus is effective for:,D,C,False,C
57bf31fd-4f69-45e9-adad-7c22447a402c,Which of the following can lead to uncontrolled bleeding during oral prophylaxis,A,A,True,A
1f3afb93-e68d-43c5-aa8f-a9e070b441d3,Obturation with gutta-percha cones is indicated in primary teeth only when:,A,B,False,B
3df42ac7-0771-4a64-b29f-5bbe7674218c,D1 bone found mainly in which site?,B,B,True,B
51250c61-30fe-47d0-b5cf-e9ce5abcac6e,Cross-sectional studies are carried on,D,D,True,D
84eaeeea-b14f-45ec-9879-be2d6337fa81,Palatal secretions affect the setting of all the impression materials except:,B,D,False,D
62eef71a-8a02-417f-be29-d32ae8f55d41,Advantage of the submarginal falp for periradicular surgery is?,A,C,False,C
700240f4-b59e-4dcb-a1c1-0d082a4b9643,99.73 variation involves how many SD?,C,C,True,C
30b2fee8-1ce3-4f84-ad72-f20e7b53a24b,The best way to remove a hydrocolloid impression from the patient's mouth is:,C,D,False,D
0919bffa-ea11-4e1f-9139-4c20fcd1a394,Which of the following is not used for making indirect wax pattern?,C,D,False,D
f8254ff6-37fa-4669-a994-f922cd33d123,Most suitable pontic for maxillary posterior area,A,B,False,B
5e905c89-34eb-4755-83ea-dceb91cb9c81,"In fixed orthodontic treatment, how much force is needed for intrusion of four mandibular anterior teeth:",A,A,True,A
baf1db57-4ba1-4730-ae61-be7c5ae948d0,Multi constricted apical constriction is seen in which type of Dummer’s classification,C,C,True,C
7aa761ec-d49e-4c4f-a0e7-fd161f5ebfe5,In which of the following areas is the alveolar process the thinnest:,B,B,True,B
7d5f80d0-63d3-4f8e-874a-34fe661c9a4d,Acid neutralizing substance in saliva,C,C,True,C
bfc36be7-2c7f-40eb-93ee-8ac75f1e92b1,Method for slow tooth separation:,D,D,True,D
438f8342-aae4-4631-8487-30b2c595c5d8,Resolution of IOPA radiograph is?,A,B,False,B
d7bd1cec-6327-4552-8135-3544fa7c8d0f,A radiograph is shown below. This type of root morphology has highest incidence in which population?,D,C,False,C
25a045ae-9cab-40c2-aaae-d890d4015eae,HTR polymer is,B,B,True,B
71c2cf6f-b8ca-479b-ba07-3d9162d10c2c,Gingival Recession is most common due to,A,A,True,A
90d508fa-01fd-4b1f-811e-6fc4a0df7054,Which of the following prevents fracture of MO amalgam:,A,D,False,D
77826b16-999f-4fed-ac12-3e522df8e7e1,Which of the following is least sensitive to radiation exposure,C,C,True,C
b498fd89-b328-485f-a133-9aacf026f48f,Which of the following least resemble permanent tooth?,C,C,True,C
688f4d7d-b164-4f08-8f2b-020f30ef306d,Looseness seen in a recently delivered RPD is due to:,A,B,False,B
418ea8f5-7225-4daa-9fa7-2cf9724b9a8b,A patient reported with Disto-oclusal amalgam restoration in 47 & complaints of sticking of food in interproximal area. Most common reason is?,D,C,False,C
7632fe2d-10d0-45a3-bea1-09b1b8226e12,Patient with complete denture complains of pain while swallowing and there is overextension in the distolingual aspect. The muscle involved is:,A,A,True,A
abd507d7-232c-46cb-8605-cb573b86ee2b,Study model with mounted base and trimmed height is:,B,C,False,C
e0c3fa32-b170-46e4-a748-9965e38ca3a9,Electric resistance between oral mucosa and PDL is always constant that is:,C,D,False,D
908f179d-9296-4cc3-8cd5-d3e59e24d232,The undesirable side effect most commonly associated with the use of finger spring to tip the crown of a tooth is:,C,D,False,D
57f646bb-fbf5-489b-9991-dcb361be9561,Process shown in color plate is:,B,B,True,B
05ae5b1d-15cd-4035-99a7-d6cae3e4909e,The biofilms found on tooth surfaces are termed as:,C,C,True,C
879e2943-db7e-483e-a957-e998960ec66a,Mouth Breathing is most commonly seen in:,A,B,False,B
2803b85b-0acd-42a6-92f5-6f5b3ce60345,Dunlop's beta hypothesis is useful for the treatment of:,B,D,False,D
1920da28-e234-4f1e-8a02-8eb426ca5478,Function of molybdenum in base metal alloys,A,A,True,A
0c32cd85-9912-4116-86ce-d65b19a77be9,Vaccine for caries is based on which immunoglobulin,B,B,True,B
3ee700bc-5cac-4228-b0a2-5164512b90e4,As we move from anterior to posterior gingival embrasure become,A,A,True,A
a8779992-ade2-4a9c-a9bd-d405b92cc010,What % collagen fibers and fibroblasts are present In gingival connective tissue,A,D,False,D
82c284b8-4feb-4984-8e9a-cc7a37be517c,All of the following about use of aerotor hand piece are false except:,A,A,True,A
ea8146aa-0e1a-470c-b22d-b784002fb499,Which of the following kit has been designed & preferred specially for removal of fibre reinforced composite post?,C,D,False,D
2b776323-df34-4cab-ad74-e9d4e8c4e128,Distance of the blade from the shank to have antirotational stability of the instrument?,A,B,False,B
985566bc-67a2-4f42-8bc5-4bd8bfc84bab,The procedure preferred for periodontal surgery in mandibular anterior teeth is,B,B,True,B
864f7a5a-6c9f-454e-9d33-291e3652f5e5,Most common organism responsible for acute apical abscess:,A,B,False,B
44b7c270-47c9-4f1a-9414-5ebedefd7f0e,Indirect retention is designed to,D,C,False,C
626e661d-f0a5-4f92-932c-3cc6d0e19eda,All factors governing dentine permeability EXCEPT,B,D,False,D
f0542af7-19d5-4e21-9e75-1a44f6103407,Which of the following is not characteristic feature of Binder syndrome?,D,D,True,D
fd3bbbaf-a413-4866-ad96-64850d580f15,All of the following are resorbable Guided Tissue Regeneration (GTR) except?,D,D,True,D
df7841aa-3651-4339-bcb8-c725cb6cc2eb,Mode:is defined as?,D,D,True,D
cf03b2b0-0dda-490a-b811-145c4b30f113,With aging changes in periodontal ligament are,C,A,False,A
a9c3188c-2a4d-4745-98d4-ee92580905c4,"To prevent ventilator associated pneumonia, the most effective and evidence based results are seen with which of the following for critically ill patients:",B,B,True,B
d006aa96-3d16-47be-9bdf-f70ea2827b66,"To remove non working side interference, reduce:",D,D,True,D
ef314f7b-421d-42bd-8878-4cd6abfc59bc,Silicate cement is indicated in:,B,D,False,D
497ea93a-5cb7-481b-887c-8ffb86395262,Resorption of cementum as compared to bone occurs:,A,A,True,A
c1aa8a36-280b-4195-b6eb-7f5b581ded0d,Mandibulectomy cantor Curtis class 2 defect Is,B,D,False,D
2d2d97d9-cb57-4636-897d-6cdb3223544c,An imaginary occlusal curve that contacts the buccal and lingual cusp tips of mandibular buccal teeth is called the,D,D,True,D
50b9065e-2d97-44cb-a7e1-bd755a4fbb85,The porosity formed due to simultaneous nucleation of solid grains and gas bubbles at the first moment that metal freezes at the mold walls is called:,D,C,False,C
15b83eb8-206b-43e2-a4c4-4ffe3a833f98,Light transmitting wedges transmit:,D,D,True,D
6b3d4b5e-8390-4a7c-b107-c819f75bd3ed,Optimum BMP dose for osteogenesis is:,A,B,False,B
149f4170-803d-4034-acb3-776c0abd48b5,Anchorage not being applied here:,B,A,False,A
53c524d8-8a1c-4656-aa1f-d9b1368ebd6f,"Recently two methods, CPAP conventional and bubble CPAP were compared, in the conventional method 90 out of 160 showed extubation failure while 40 out of 160 showed extubation failure in the bubble me...",B,B,True,B
8da7f54d-18a6-4f2f-b710-a062f4e55de7,The pin used in pin restoration of a root canal treated tooth is:,B,C,False,C
5d38732d-4eaa-45ab-814a-788953f95cf2,Etching of dentin does not include:,D,D,True,D
2cdf4e3d-5ee5-460c-b03c-d064ce8182b7,Bacteriocidal toxin is found in:,B,B,True,B
bceaf94e-75e4-4c00-a4ae-4a0c2d5c3961,"In case of buccolingual wide proximal box, which of the following wedgging method should be used:",B,B,True,B
51118d57-ac58-4184-8c9b-107cea78ed7a,At what stage of embryonic development does initial tooth development begins:,B,B,True,B
cfc6ba19-4de9-43a1-9b88-38fb85f56ac5,Unique characteristic of attached gingiva in children:,C,B,False,B
f038baf4-0f41-42f7-af00-8d8d113cc36e,Effect of thumb sucking:,D,D,True,D
6e03d2e1-96ba-4b90-960f-26ed50a2c3ad,Full mouth disinfection is done in:,A,A,True,A
f326a14c-b8d1-43e8-bfca-a8cfe77d3b9f,For a bonding agent to be effective wetting angle should be,A,A,True,A
aca2add1-e577-45a3-b62e-7143ad56ac2d,"The strength of a gypsum investment is dependent
on:",C,C,True,C
455ebd1d-982f-4a99-948c-8b541e36db40,Gingivitis,D,D,True,D
9bb726e8-7d22-4666-979d-64ee3a2fcb40,Statistics to check out mean of values is done by:,B,B,True,B
8d7dde3d-ad21-4240-8141-393f436b2e49,"In class II cavity for inlay, the cavosurface margin of the gingival seat clears the adjacent tooth by:",B,B,True,B
